Task ID,Argument ID,Discussion ID,Relevance,Is Argument?
-3337612920413166847,5,4439,3,False
-3337612920413166847,5,4439,3,True
-861480831315187091,8,3447,3,True
-861480831315187091,8,3447,3,True
-861480831315187091,8,3447,3,True
-861480831315187091,8,3447,3,True
-861480831315187091,8,3447,3,True
8235074892970167186,20,8210,2,True
8235074892970167186,20,8210,3,True
8235074892970167186,20,8210,3,True
8235074892970167186,20,8210,0,True
8235074892970167186,20,8210,3,True
2681689088025366787,7,42602,3,True
2681689088025366787,7,42602,1,True
2681689088025366787,7,42602,3,True
2681689088025366787,7,42602,2,True
2681689088025366787,7,42602,2,True
-5105105876800792538,30,8210,2,True
-5105105876800792538,30,8210,3,True
-5105105876800792538,30,8210,3,True
-5105105876800792538,30,8210,3,True
-5105105876800792538,30,8210,2,True
8558138397329485139,7,24367,2,False
8558138397329485139,7,24367,3,False
8558138397329485139,7,24367,3,True
8558138397329485139,7,24367,2,False
8558138397329485139,7,24367,1,True
1809223650868401565,1,32583,0,True
1809223650868401565,1,32583,0,True
1809223650868401565,1,32583,3,True
1809223650868401565,1,32583,3,True
1809223650868401565,1,32583,2,True
7090450357166996710,2,34551,3,True
7090450357166996710,2,34551,0,True
7090450357166996710,2,34551,0,False
7090450357166996710,2,34551,2,True
7090450357166996710,2,34551,3,True
6153177581932293587,4,17595,2,True
6153177581932293587,4,17595,0,True
6153177581932293587,4,17595,0,True
6153177581932293587,4,17595,0,False
6153177581932293587,4,17595,1,True
4389426762739685540,7,43139,2,True
4389426762739685540,7,43139,3,True
4389426762739685540,7,43139,3,True
4389426762739685540,7,43139,0,True
4389426762739685540,7,43139,2,True
-5068870003758680856,2,27822,2,True
-5068870003758680856,2,27822,1,False
-5068870003758680856,2,27822,2,True
-5068870003758680856,2,27822,2,False
-5068870003758680856,2,27822,0,False
709023009271278635,1,19871,2,True
709023009271278635,1,19871,1,False
709023009271278635,1,19871,0,True
709023009271278635,1,19871,1,True
709023009271278635,1,19871,1,True
-8082063674382440704,4,18095,1,True
-8082063674382440704,4,18095,1,True
-8082063674382440704,4,18095,3,True
-8082063674382440704,4,18095,3,True
-8082063674382440704,4,18095,3,True
-2148890087847734836,15,5236,0,True
-2148890087847734836,15,5236,1,True
-2148890087847734836,15,5236,2,False
-2148890087847734836,15,5236,2,True
-2148890087847734836,15,5236,1,True
-8293505836073664875,11,26605,2,True
-8293505836073664875,11,26605,2,True
-8293505836073664875,11,26605,1,True
-8293505836073664875,11,26605,1,True
-8293505836073664875,11,26605,0,True
-6431298873999833363,8,36432,0,True
-6431298873999833363,8,36432,2,True
-6431298873999833363,8,36432,3,True
-6431298873999833363,8,36432,0,True
-6431298873999833363,8,36432,3,True
-3526165034236957349,2,19353,2,True
-3526165034236957349,2,19353,0,False
-3526165034236957349,2,19353,0,True
-3526165034236957349,2,19353,1,False
-3526165034236957349,2,19353,3,False
-1017228331003847378,7,5236,0,True
-1017228331003847378,7,5236,2,True
-1017228331003847378,7,5236,0,True
-1017228331003847378,7,5236,0,False
-1017228331003847378,7,5236,0,True
7170500024534478939,3,22921,0,False
7170500024534478939,3,22921,3,True
7170500024534478939,3,22921,2,True
7170500024534478939,3,22921,1,True
7170500024534478939,3,22921,3,False
7424096536291173835,5,27874,1,True
7424096536291173835,5,27874,3,True
7424096536291173835,5,27874,1,True
7424096536291173835,5,27874,1,True
7424096536291173835,5,27874,1,True
-162762868427594980,14,5236,1,True
-162762868427594980,14,5236,3,True
-162762868427594980,14,5236,1,False
-162762868427594980,14,5236,3,True
-162762868427594980,14,5236,2,True
-5394415479805311444,1,19353,1,False
-5394415479805311444,1,19353,1,False
-5394415479805311444,1,19353,3,False
-5394415479805311444,1,19353,0,False
-5394415479805311444,1,19353,3,True
6228197721986131170,2,12877,3,True
6228197721986131170,2,12877,3,False
6228197721986131170,2,12877,3,True
6228197721986131170,2,12877,1,False
6228197721986131170,2,12877,3,True
4137531024347312413,2,34176,2,True
4137531024347312413,2,34176,3,True
4137531024347312413,2,34176,2,True
4137531024347312413,2,34176,3,True
4137531024347312413,2,34176,3,True
6991788260582868154,2,31396,3,True
6991788260582868154,2,31396,3,True
6991788260582868154,2,31396,3,True
6991788260582868154,2,31396,2,False
6991788260582868154,2,31396,2,True
3517967031697646239,2,28644,2,True
3517967031697646239,2,28644,3,True
3517967031697646239,2,28644,2,True
3517967031697646239,2,28644,3,True
3517967031697646239,2,28644,3,True
-5622866819185801150,1,16193,3,True
-5622866819185801150,1,16193,3,False
-5622866819185801150,1,16193,3,False
-5622866819185801150,1,16193,3,False
-5622866819185801150,1,16193,3,True
863530133704924498,1,3683,3,True
863530133704924498,1,3683,3,True
863530133704924498,1,3683,3,True
863530133704924498,1,3683,3,True
863530133704924498,1,3683,2,True
-6845225199884381267,4,15398,2,False
-6845225199884381267,4,15398,3,True
-6845225199884381267,4,15398,3,True
-6845225199884381267,4,15398,2,True
-6845225199884381267,4,15398,3,True
-2211978797408379271,25,8173,3,True
-2211978797408379271,25,8173,3,True
-2211978797408379271,25,8173,2,False
-2211978797408379271,25,8173,3,False
-2211978797408379271,25,8173,0,False
-8181755707902409897,45,8173,3,True
-8181755707902409897,45,8173,2,True
-8181755707902409897,45,8173,3,True
-8181755707902409897,45,8173,3,False
-8181755707902409897,45,8173,3,True
-8715039199061001369,1,27410,2,False
-8715039199061001369,1,27410,3,True
-8715039199061001369,1,27410,3,True
-8715039199061001369,1,27410,2,False
-8715039199061001369,1,27410,3,False
8286750355722230858,2,39644,3,True
8286750355722230858,2,39644,2,True
8286750355722230858,2,39644,3,True
8286750355722230858,2,39644,3,True
8286750355722230858,2,39644,3,True
7407753066209712189,4,21535,3,True
7407753066209712189,4,21535,2,True
7407753066209712189,4,21535,3,True
7407753066209712189,4,21535,3,True
7407753066209712189,4,21535,3,True
-4155834685439989363,1,13462,3,True
-4155834685439989363,1,13462,2,True
-4155834685439989363,1,13462,3,True
-4155834685439989363,1,13462,3,True
-4155834685439989363,1,13462,3,True
5581714069765791777,2,10672,1,False
5581714069765791777,2,10672,3,True
5581714069765791777,2,10672,3,True
5581714069765791777,2,10672,2,True
5581714069765791777,2,10672,3,True
-1386706028860108007,10,17796,3,True
-1386706028860108007,10,17796,2,False
-1386706028860108007,10,17796,3,True
-1386706028860108007,10,17796,3,True
-1386706028860108007,10,17796,3,True
3255290785085787309,1,17796,3,True
3255290785085787309,1,17796,3,True
3255290785085787309,1,17796,3,True
3255290785085787309,1,17796,3,True
3255290785085787309,1,17796,3,True
-6462600534689701068,3,614,3,True
-6462600534689701068,3,614,2,True
-6462600534689701068,3,614,3,True
-6462600534689701068,3,614,2,True
-6462600534689701068,3,614,3,True
6696730609910647959,3,25282,3,True
6696730609910647959,3,25282,3,True
6696730609910647959,3,25282,3,True
6696730609910647959,3,25282,3,True
6696730609910647959,3,25282,2,True
9074006306860567945,6,11314,2,True
9074006306860567945,6,11314,3,True
9074006306860567945,6,11314,3,True
9074006306860567945,6,11314,3,True
9074006306860567945,6,11314,2,True
-7532131988000418842,1,17028,2,True
-7532131988000418842,1,17028,3,True
-7532131988000418842,1,17028,3,False
-7532131988000418842,1,17028,0,False
-7532131988000418842,1,17028,3,True
-3565772309853206990,1,14987,3,True
-3565772309853206990,1,14987,3,True
-3565772309853206990,1,14987,3,True
-3565772309853206990,1,14987,3,False
-3565772309853206990,1,14987,3,False
-474005721002899475,2,23680,1,False
-474005721002899475,2,23680,3,False
-474005721002899475,2,23680,2,False
-474005721002899475,2,23680,1,False
-474005721002899475,2,23680,3,False
6000508526942571893,20,24396,1,False
6000508526942571893,20,24396,2,True
6000508526942571893,20,24396,2,False
6000508526942571893,20,24396,0,False
6000508526942571893,20,24396,0,False
9102034701664461860,7,26554,0,False
9102034701664461860,7,26554,0,False
9102034701664461860,7,26554,0,False
9102034701664461860,7,26554,0,False
9102034701664461860,7,26554,0,False
7595196760281345698,3,2442,2,False
7595196760281345698,3,2442,3,True
7595196760281345698,3,2442,3,True
7595196760281345698,3,2442,3,True
7595196760281345698,3,2442,3,True
-5559164891591639835,8,30100,2,False
-5559164891591639835,8,30100,0,False
-5559164891591639835,8,30100,1,False
-5559164891591639835,8,30100,1,False
-5559164891591639835,8,30100,1,False
2051195210372891318,1,11986,0,False
2051195210372891318,1,11986,2,True
2051195210372891318,1,11986,0,False
2051195210372891318,1,11986,2,True
2051195210372891318,1,11986,1,False
-2050643269147894741,3,32054,0,False
-2050643269147894741,3,32054,1,False
-2050643269147894741,3,32054,3,True
-2050643269147894741,3,32054,0,False
-2050643269147894741,3,32054,0,False
7265070253524440603,1,2260,1,True
7265070253524440603,1,2260,2,True
7265070253524440603,1,2260,3,True
7265070253524440603,1,2260,1,True
7265070253524440603,1,2260,0,False
-7521553072652139414,1,23680,3,True
-7521553072652139414,1,23680,2,True
-7521553072652139414,1,23680,2,True
-7521553072652139414,1,23680,3,True
-7521553072652139414,1,23680,3,True
5470244743004415985,3,3381,1,True
5470244743004415985,3,3381,3,True
5470244743004415985,3,3381,2,True
5470244743004415985,3,3381,3,True
5470244743004415985,3,3381,0,False
4163168208051335311,3,24028,3,True
4163168208051335311,3,24028,3,True
4163168208051335311,3,24028,3,False
4163168208051335311,3,24028,2,True
4163168208051335311,3,24028,2,True
-8767274812105740296,1,3567,2,True
-8767274812105740296,1,3567,2,True
-8767274812105740296,1,3567,1,True
-8767274812105740296,1,3567,3,True
-8767274812105740296,1,3567,3,True
6078123694935357061,28,30100,1,True
6078123694935357061,28,30100,3,True
6078123694935357061,28,30100,3,True
6078123694935357061,28,30100,2,True
6078123694935357061,28,30100,1,True
-359758832792981089,4,3381,1,True
-359758832792981089,4,3381,3,True
-359758832792981089,4,3381,3,False
-359758832792981089,4,3381,3,True
-359758832792981089,4,3381,3,True
8824388243492335038,5,9212,3,True
8824388243492335038,5,9212,1,True
8824388243492335038,5,9212,3,True
8824388243492335038,5,9212,0,False
8824388243492335038,5,9212,0,True
-3438197343469085045,12,5407,3,True
-3438197343469085045,12,5407,2,True
-3438197343469085045,12,5407,3,True
-3438197343469085045,12,5407,3,True
-3438197343469085045,12,5407,2,True
-1181022296659062866,16,25908,2,True
-1181022296659062866,16,25908,1,False
-1181022296659062866,16,25908,3,True
-1181022296659062866,16,25908,3,True
-1181022296659062866,16,25908,3,True
-6111607780885484265,26,40525,3,True
-6111607780885484265,26,40525,3,True
-6111607780885484265,26,40525,3,False
-6111607780885484265,26,40525,1,False
-6111607780885484265,26,40525,3,False
7056171157160965156,36,40525,3,True
7056171157160965156,36,40525,3,False
7056171157160965156,36,40525,3,True
7056171157160965156,36,40525,0,False
7056171157160965156,36,40525,0,False
-4450157300794664192,20,40525,3,True
-4450157300794664192,20,40525,3,True
-4450157300794664192,20,40525,3,False
-4450157300794664192,20,40525,3,True
-4450157300794664192,20,40525,1,False
2443862655905736702,9,40525,3,True
2443862655905736702,9,40525,3,True
2443862655905736702,9,40525,2,False
2443862655905736702,9,40525,1,False
2443862655905736702,9,40525,3,True
-7486253824658091028,17,40525,1,False
-7486253824658091028,17,40525,0,False
-7486253824658091028,17,40525,2,False
-7486253824658091028,17,40525,1,False
-7486253824658091028,17,40525,3,True
1518740415732717403,6,40525,3,False
1518740415732717403,6,40525,0,False
1518740415732717403,6,40525,2,True
1518740415732717403,6,40525,2,False
1518740415732717403,6,40525,1,False
-1310438134760067462,12,40525,2,False
-1310438134760067462,12,40525,3,True
-1310438134760067462,12,40525,3,True
-1310438134760067462,12,40525,3,True
-1310438134760067462,12,40525,2,True
8198281892048976590,29,40525,2,False
8198281892048976590,29,40525,2,False
8198281892048976590,29,40525,2,False
8198281892048976590,29,40525,1,False
8198281892048976590,29,40525,2,True
6362817788705423823,22,37038,2,True
6362817788705423823,22,37038,3,True
6362817788705423823,22,37038,0,True
6362817788705423823,22,37038,3,True
6362817788705423823,22,37038,3,True
6443192004097135105,6,7411,3,True
6443192004097135105,6,7411,2,True
6443192004097135105,6,7411,2,True
6443192004097135105,6,7411,2,True
6443192004097135105,6,7411,2,False
6498709377077090123,2,21879,3,True
6498709377077090123,2,21879,3,False
6498709377077090123,2,21879,2,True
6498709377077090123,2,21879,2,True
6498709377077090123,2,21879,0,False
-3150422245451331926,1,14552,2,True
-3150422245451331926,1,14552,2,False
-3150422245451331926,1,14552,1,True
-3150422245451331926,1,14552,2,True
-3150422245451331926,1,14552,2,False
1383439859202935352,1,14341,2,False
1383439859202935352,1,14341,2,False
1383439859202935352,1,14341,2,True
1383439859202935352,1,14341,2,True
1383439859202935352,1,14341,2,True
6984948827845080031,4,40873,2,True
6984948827845080031,4,40873,2,True
6984948827845080031,4,40873,1,True
6984948827845080031,4,40873,2,True
6984948827845080031,4,40873,2,True
5320328544003348441,2,38713,2,True
5320328544003348441,2,38713,2,True
5320328544003348441,2,38713,2,True
5320328544003348441,2,38713,2,True
5320328544003348441,2,38713,2,True
-7888092016983561289,3,43000,2,True
-7888092016983561289,3,43000,2,True
-7888092016983561289,3,43000,2,True
-7888092016983561289,3,43000,2,True
-7888092016983561289,3,43000,2,False
-7520233812457017315,3,5739,2,False
-7520233812457017315,3,5739,2,True
-7520233812457017315,3,5739,1,True
-7520233812457017315,3,5739,2,True
-7520233812457017315,3,5739,1,True
-4920192016217978114,2,18018,2,True
-4920192016217978114,2,18018,2,True
-4920192016217978114,2,18018,2,True
-4920192016217978114,2,18018,2,True
-4920192016217978114,2,18018,2,True
-8572039466234347994,2,2675,2,False
-8572039466234347994,2,2675,2,True
-8572039466234347994,2,2675,2,True
-8572039466234347994,2,2675,2,True
-8572039466234347994,2,2675,1,False
2979142633588935866,5,6444,0,False
2979142633588935866,5,6444,2,True
2979142633588935866,5,6444,2,True
2979142633588935866,5,6444,1,True
2979142633588935866,5,6444,1,False
-6361800198838920826,1,4851,2,True
-6361800198838920826,1,4851,2,True
-6361800198838920826,1,4851,1,True
-6361800198838920826,1,4851,2,True
-6361800198838920826,1,4851,2,True
1413132497125286057,3,1615,3,True
1413132497125286057,3,1615,2,True
1413132497125286057,3,1615,2,False
1413132497125286057,3,1615,2,True
1413132497125286057,3,1615,2,True
-3190452394379890603,1,3432,2,False
-3190452394379890603,1,3432,2,True
-3190452394379890603,1,3432,2,True
-3190452394379890603,1,3432,2,True
-3190452394379890603,1,3432,2,True
-4865124530936348605,2,12422,3,True
-4865124530936348605,2,12422,1,True
-4865124530936348605,2,12422,2,True
-4865124530936348605,2,12422,0,True
-4865124530936348605,2,12422,0,False
5377383722336408759,12,33586,3,True
5377383722336408759,12,33586,3,True
5377383722336408759,12,33586,3,True
5377383722336408759,12,33586,3,True
5377383722336408759,12,33586,2,True
8842679300643560029,3,12567,2,False
8842679300643560029,3,12567,3,True
8842679300643560029,3,12567,2,True
8842679300643560029,3,12567,0,False
8842679300643560029,3,12567,0,True
7187456467295061862,13,1151,2,False
7187456467295061862,13,1151,0,True
7187456467295061862,13,1151,0,False
7187456467295061862,13,1151,0,False
7187456467295061862,13,1151,2,False
1869990139156180400,5,537,1,True
1869990139156180400,5,537,2,True
1869990139156180400,5,537,0,True
1869990139156180400,5,537,0,False
1869990139156180400,5,537,0,False
2702135871614742877,126,34949,0,False
2702135871614742877,126,34949,2,True
2702135871614742877,126,34949,1,False
2702135871614742877,126,34949,0,False
2702135871614742877,126,34949,3,True
-6453207292302445182,7,22797,0,True
-6453207292302445182,7,22797,0,True
-6453207292302445182,7,22797,0,False
-6453207292302445182,7,22797,1,True
-6453207292302445182,7,22797,1,False
-2638426250645793698,12,43496,0,False
-2638426250645793698,12,43496,3,True
-2638426250645793698,12,43496,1,False
-2638426250645793698,12,43496,2,True
-2638426250645793698,12,43496,2,True
-1370872679480449025,3,5533,2,True
-1370872679480449025,3,5533,1,True
-1370872679480449025,3,5533,0,True
-1370872679480449025,3,5533,3,True
-1370872679480449025,3,5533,0,False
-1482986175266674780,1,43743,0,False
-1482986175266674780,1,43743,2,False
-1482986175266674780,1,43743,1,True
-1482986175266674780,1,43743,3,False
-1482986175266674780,1,43743,2,True
1904703753070967058,1,17344,0,False
1904703753070967058,1,17344,1,True
1904703753070967058,1,17344,1,True
1904703753070967058,1,17344,2,True
1904703753070967058,1,17344,1,True
1894934686883558549,4,1151,1,False
1894934686883558549,4,1151,0,False
1894934686883558549,4,1151,2,False
1894934686883558549,4,1151,2,False
1894934686883558549,4,1151,2,True
-1450407502335925013,9,18108,0,True
-1450407502335925013,9,18108,2,True
-1450407502335925013,9,18108,2,True
-1450407502335925013,9,18108,1,True
-1450407502335925013,9,18108,3,True
3297101254983096201,6,63,0,False
3297101254983096201,6,63,1,True
3297101254983096201,6,63,2,True
3297101254983096201,6,63,2,True
3297101254983096201,6,63,2,True
-9094940907740204436,12,1151,1,True
-9094940907740204436,12,1151,2,True
-9094940907740204436,12,1151,2,True
-9094940907740204436,12,1151,1,True
-9094940907740204436,12,1151,0,True
-6081517542483854370,11,29978,2,True
-6081517542483854370,11,29978,2,True
-6081517542483854370,11,29978,3,True
-6081517542483854370,11,29978,3,True
-6081517542483854370,11,29978,0,False
-2875904689160688858,16,32845,1,True
-2875904689160688858,16,32845,0,True
-2875904689160688858,16,32845,2,True
-2875904689160688858,16,32845,0,False
-2875904689160688858,16,32845,3,True
3279444387501430424,3,39328,1,True
3279444387501430424,3,39328,2,True
3279444387501430424,3,39328,0,False
3279444387501430424,3,39328,0,True
3279444387501430424,3,39328,0,False
6191141421799747621,11,21719,2,False
6191141421799747621,11,21719,0,True
6191141421799747621,11,21719,1,True
6191141421799747621,11,21719,1,True
6191141421799747621,11,21719,1,False
5843641789061093059,1,23965,3,False
5843641789061093059,1,23965,0,False
5843641789061093059,1,23965,0,False
5843641789061093059,1,23965,0,False
5843641789061093059,1,23965,0,False
1388563335192515215,2,18302,2,True
1388563335192515215,2,18302,2,True
1388563335192515215,2,18302,0,True
1388563335192515215,2,18302,2,False
1388563335192515215,2,18302,1,True
-5404041147642903756,5,36409,2,True
-5404041147642903756,5,36409,0,True
-5404041147642903756,5,36409,1,True
-5404041147642903756,5,36409,0,True
-5404041147642903756,5,36409,1,False
-2603841099445471756,1,29496,0,False
-2603841099445471756,1,29496,0,False
-2603841099445471756,1,29496,0,False
-2603841099445471756,1,29496,0,False
-2603841099445471756,1,29496,0,False
-5509781943250538201,3,36555,0,True
-5509781943250538201,3,36555,0,True
-5509781943250538201,3,36555,2,True
-5509781943250538201,3,36555,1,True
-5509781943250538201,3,36555,2,False
8125418795439502933,2,26055,0,True
8125418795439502933,2,26055,0,False
8125418795439502933,2,26055,1,True
8125418795439502933,2,26055,2,False
8125418795439502933,2,26055,1,True
5806866070222928244,2,43876,0,False
5806866070222928244,2,43876,0,False
5806866070222928244,2,43876,0,True
5806866070222928244,2,43876,1,False
5806866070222928244,2,43876,3,True
-5489917978130124274,2,4054,3,True
-5489917978130124274,2,4054,1,True
-5489917978130124274,2,4054,2,True
-5489917978130124274,2,4054,0,False
-5489917978130124274,2,4054,1,True
-200092856645086998,1,12726,3,True
-200092856645086998,1,12726,3,True
-200092856645086998,1,12726,3,False
-200092856645086998,1,12726,2,False
-200092856645086998,1,12726,0,False
8489606095664413946,2,42370,2,True
8489606095664413946,2,42370,2,True
8489606095664413946,2,42370,0,False
8489606095664413946,2,42370,3,False
8489606095664413946,2,42370,3,True
-2613313769885496114,1,19459,0,True
-2613313769885496114,1,19459,1,True
-2613313769885496114,1,19459,0,False
-2613313769885496114,1,19459,1,True
-2613313769885496114,1,19459,0,False
6434949211315847986,4,37455,0,True
6434949211315847986,4,37455,0,False
6434949211315847986,4,37455,2,False
6434949211315847986,4,37455,0,False
6434949211315847986,4,37455,0,False
-4203161415589362351,2,9719,2,True
-4203161415589362351,2,9719,0,False
-4203161415589362351,2,9719,0,True
-4203161415589362351,2,9719,1,True
-4203161415589362351,2,9719,2,True
8194288743494994019,10,34626,0,True
8194288743494994019,10,34626,3,True
8194288743494994019,10,34626,1,True
8194288743494994019,10,34626,0,True
8194288743494994019,10,34626,1,True
-3224239344284152601,1,41851,0,True
-3224239344284152601,1,41851,0,True
-3224239344284152601,1,41851,0,True
-3224239344284152601,1,41851,1,True
-3224239344284152601,1,41851,2,True
3694038050257036600,1,36957,0,True
3694038050257036600,1,36957,1,True
3694038050257036600,1,36957,1,False
3694038050257036600,1,36957,0,True
3694038050257036600,1,36957,1,True
-6165257799482258454,1,25692,0,False
-6165257799482258454,1,25692,0,False
-6165257799482258454,1,25692,1,True
-6165257799482258454,1,25692,2,True
-6165257799482258454,1,25692,3,True
-5010689446899489701,3,42549,0,False
-5010689446899489701,3,42549,2,True
-5010689446899489701,3,42549,3,True
-5010689446899489701,3,42549,1,True
-5010689446899489701,3,42549,3,False
-6296297160408564957,6,33833,1,False
-6296297160408564957,6,33833,1,False
-6296297160408564957,6,33833,0,False
-6296297160408564957,6,33833,2,True
-6296297160408564957,6,33833,0,False
-2408461603489284556,8,42549,2,True
-2408461603489284556,8,42549,0,False
-2408461603489284556,8,42549,2,True
-2408461603489284556,8,42549,0,False
-2408461603489284556,8,42549,1,False
-1325768470240695301,2,33833,0,False
-1325768470240695301,2,33833,0,False
-1325768470240695301,2,33833,2,True
-1325768470240695301,2,33833,2,True
-1325768470240695301,2,33833,0,False
-9188211313940269481,1,42549,3,False
-9188211313940269481,1,42549,2,True
-9188211313940269481,1,42549,2,True
-9188211313940269481,1,42549,2,True
-9188211313940269481,1,42549,2,True
5983750605273525076,6,42549,2,True
5983750605273525076,6,42549,2,True
5983750605273525076,6,42549,2,False
5983750605273525076,6,42549,2,True
5983750605273525076,6,42549,1,True
4505946982127582641,21,42549,2,False
4505946982127582641,21,42549,3,True
4505946982127582641,21,42549,3,True
4505946982127582641,21,42549,2,False
4505946982127582641,21,42549,2,True
5456002273237940702,6,29365,3,True
5456002273237940702,6,29365,1,False
5456002273237940702,6,29365,1,False
5456002273237940702,6,29365,2,False
5456002273237940702,6,29365,1,False
1741635589918553800,4,33833,1,False
1741635589918553800,4,33833,1,True
1741635589918553800,4,33833,1,True
1741635589918553800,4,33833,3,True
1741635589918553800,4,33833,3,True
4517423325992672486,3,3464,2,True
4517423325992672486,3,3464,3,True
4517423325992672486,3,3464,3,True
4517423325992672486,3,3464,1,False
4517423325992672486,3,3464,1,True
-8493880162678417170,39,24511,3,True
-8493880162678417170,39,24511,1,True
-8493880162678417170,39,24511,1,False
-8493880162678417170,39,24511,3,True
-8493880162678417170,39,24511,2,False
-860471868357421527,51,24511,0,False
-860471868357421527,51,24511,2,False
-860471868357421527,51,24511,2,True
-860471868357421527,51,24511,3,True
-860471868357421527,51,24511,3,True
-841281014628279327,1,3464,1,False
-841281014628279327,1,3464,3,True
-841281014628279327,1,3464,3,True
-841281014628279327,1,3464,0,False
-841281014628279327,1,3464,1,True
749711742050511581,1,29365,1,False
749711742050511581,1,29365,2,True
749711742050511581,1,29365,1,True
749711742050511581,1,29365,1,False
749711742050511581,1,29365,0,False
-4185965808401933540,5,8659,3,True
-4185965808401933540,5,8659,1,False
-4185965808401933540,5,8659,2,True
-4185965808401933540,5,8659,1,True
-4185965808401933540,5,8659,2,True
-7715864765052634022,44,24511,3,True
-7715864765052634022,44,24511,0,True
-7715864765052634022,44,24511,2,True
-7715864765052634022,44,24511,1,False
-7715864765052634022,44,24511,2,True
3417512867633343649,6,6723,1,True
3417512867633343649,6,6723,0,True
3417512867633343649,6,6723,3,True
3417512867633343649,6,6723,1,False
3417512867633343649,6,6723,0,False
-8977799809565802196,30,35456,3,True
-8977799809565802196,30,35456,3,True
-8977799809565802196,30,35456,1,False
-8977799809565802196,30,35456,3,True
-8977799809565802196,30,35456,2,True
3698864260110008023,3,5220,3,True
3698864260110008023,3,5220,2,False
3698864260110008023,3,5220,2,True
3698864260110008023,3,5220,2,True
3698864260110008023,3,5220,1,False
-7712661041066049801,9,17369,2,False
-7712661041066049801,9,17369,1,True
-7712661041066049801,9,17369,1,True
-7712661041066049801,9,17369,1,True
-7712661041066049801,9,17369,3,False
-2033626689829430043,8,7772,0,False
-2033626689829430043,8,7772,2,False
-2033626689829430043,8,7772,0,False
-2033626689829430043,8,7772,1,False
-2033626689829430043,8,7772,0,False
1643173154043506900,3,35098,2,True
1643173154043506900,3,35098,2,False
1643173154043506900,3,35098,2,False
1643173154043506900,3,35098,2,False
1643173154043506900,3,35098,1,False
-2500350472496709076,5,35098,3,True
-2500350472496709076,5,35098,0,False
-2500350472496709076,5,35098,2,True
-2500350472496709076,5,35098,1,True
-2500350472496709076,5,35098,1,True
-7625628893454489847,2,7832,2,True
-7625628893454489847,2,7832,2,True
-7625628893454489847,2,7832,2,False
-7625628893454489847,2,7832,3,True
-7625628893454489847,2,7832,3,True
-415246892980154827,5,17427,2,True
-415246892980154827,5,17427,3,True
-415246892980154827,5,17427,1,False
-415246892980154827,5,17427,3,True
-415246892980154827,5,17427,3,True
-2680277365524417182,6,29978,3,True
-2680277365524417182,6,29978,1,True
-2680277365524417182,6,29978,3,True
-2680277365524417182,6,29978,2,True
-2680277365524417182,6,29978,2,True
1583141996727372221,7,10196,3,True
1583141996727372221,7,10196,1,True
1583141996727372221,7,10196,0,True
1583141996727372221,7,10196,2,True
1583141996727372221,7,10196,2,True
-4779514688931276677,25,17917,2,True
-4779514688931276677,25,17917,2,True
-4779514688931276677,25,17917,3,True
-4779514688931276677,25,17917,2,False
-4779514688931276677,25,17917,2,True
6646338204528473115,24,19384,2,True
6646338204528473115,24,19384,2,True
6646338204528473115,24,19384,3,True
6646338204528473115,24,19384,2,True
6646338204528473115,24,19384,2,True
-3188191184523542840,2,10168,2,True
-3188191184523542840,2,10168,3,True
-3188191184523542840,2,10168,1,True
-3188191184523542840,2,10168,1,False
-3188191184523542840,2,10168,3,True
7766430214762941216,1,3834,2,True
7766430214762941216,1,3834,3,True
7766430214762941216,1,3834,1,True
7766430214762941216,1,3834,3,True
7766430214762941216,1,3834,2,True
5946535786734515590,28,35456,1,False
5946535786734515590,28,35456,2,True
5946535786734515590,28,35456,1,True
5946535786734515590,28,35456,3,True
5946535786734515590,28,35456,3,True
-4412371184072043371,10,28514,1,True
-4412371184072043371,10,28514,2,True
-4412371184072043371,10,28514,3,True
-4412371184072043371,10,28514,2,True
-4412371184072043371,10,28514,0,True
-8656470873514954358,62,17885,1,True
-8656470873514954358,62,17885,3,True
-8656470873514954358,62,17885,3,True
-8656470873514954358,62,17885,0,False
-8656470873514954358,62,17885,1,True
-424979049218915930,6,3303,2,True
-424979049218915930,6,3303,3,True
-424979049218915930,6,3303,3,True
-424979049218915930,6,3303,0,False
-424979049218915930,6,3303,3,True
-2814246698584685337,4,43097,3,False
-2814246698584685337,4,43097,2,False
-2814246698584685337,4,43097,1,True
-2814246698584685337,4,43097,0,False
-2814246698584685337,4,43097,3,True
671977041283334192,23,39873,3,True
671977041283334192,23,39873,3,True
671977041283334192,23,39873,3,True
671977041283334192,23,39873,2,False
671977041283334192,23,39873,3,True
6166789577632045698,6,24031,2,True
6166789577632045698,6,24031,1,False
6166789577632045698,6,24031,3,True
6166789577632045698,6,24031,1,False
6166789577632045698,6,24031,2,False
-4372233783290549096,3,42203,3,True
-4372233783290549096,3,42203,2,True
-4372233783290549096,3,42203,3,True
-4372233783290549096,3,42203,0,False
-4372233783290549096,3,42203,2,True
4945803870244959859,1,26089,3,True
4945803870244959859,1,26089,3,True
4945803870244959859,1,26089,3,True
4945803870244959859,1,26089,3,True
4945803870244959859,1,26089,1,True
1404629747520896161,1,3303,3,True
1404629747520896161,1,3303,2,False
1404629747520896161,1,3303,1,False
1404629747520896161,1,3303,2,True
1404629747520896161,1,3303,3,True
347552760948309960,6,4085,2,True
347552760948309960,6,4085,3,True
347552760948309960,6,4085,3,True
347552760948309960,6,4085,2,True
347552760948309960,6,4085,1,False
